GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,z_CircularID,Comment,CircularType
GRB 251014A,,"Swift/BAT, Fermi/GBM, Glowbug",111.728,6.42,0.0216666666666666,42278,2025-10-14,00:28:30,42238,1.5,,42238.0,"S, S?","42238, 42278, 42237, 42271, 42249","15-150 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 251013D,,"Fermi/GBM, Swift/BAT",46.901,8.8,0.0833333333333333,42244,2025-10-13,18:17:00,42224,42.0,,42280.0,L?,"42280, 42224, 42244",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Observation"
GRB 251013B,,"Fermi/GBM, SVOM/GRM",356.5,7.5,5.7,42215,2025-10-13,08:24:27,42215,55.0,16.0,42219.0,L?,"42215, 42219",15-5000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251013A,,"Fermi/GBM, SVOM/GRM, CALET",19.9,-1.6,2.6,42213,2025-10-13,08:04:04.900000,42252,1.2,0.16,42252.0,L?,"42213, 42218, 42252",15-5000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation"
GRB 251012A,,"Glowbug, Fermi/GBM",291.6,7.5,9.9,42207,2025-10-12,14:46:26.104000,42268,0.16,,42268.0,"S, S?","42268, 42207",,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 251011C,,Fermi/GBM,164.7,-2.9,4.6,42202,2025-10-11,22:11:20,42202,,,,L?,42202,,,,,"Detection, Localization, Gamma-ray"
GRB 251011B,,"SVOM/GRM, Fermi/GBM, Swift/BAT",13.287,-62.032,0.05,42197,2025-10-11,07:08:21,42196,150.0,,42197.0,L?,"42206, 42196, 42197, 42204","15-5000 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Spectroscopy, Timing, Observation"
GRB 251011A,,"AstroSat/CZTI, Insight-HXMT/HE, Fermi/GBM, Swift/BAT",4.7878,45.1894,0.0833333333333333,42245,2025-10-11,03:41:37,42199,6.5,2.1,42199.0,"L, L?","42199, 42210, 42195, 42245, 42340","20-200 keV, 10-1000 keV",,,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 251010A,,"AstroSat/CZTI, Fermi/GBM",214.0,56.6,4.5,42192,2025-10-10,17:44:25,42192,9.5,3.1,42200.0,L?,"42200, 42192",20-200 keV,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 251009B,,"Glowbug, SVOM/GRM, Insight-HXMT/HE",155.1,24.1,25.3,42188,2025-10-09,01:51:14.176000,42188,1.0,,42188.0,S,"42188, 42198, 42187",15-5000 keV,,,,"Detection, Localization, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Gamma-ray, X-ray, Timing"
GRB 251009A,,"Insight-HXMT/HE, SVOM/GRM, GECAM-B, Fermi/GBM",103.2,34.2,21.4,42190,2025-10-09,15:58:56.300000,42190,0.14,0.08,42190.0,"S, S?","42189, 42185, 42190, 42179",15-5000 keV,,,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 251007A,,"Swift/BAT, Glowbug, CALET, Insight-HXMT/HE, Konus-Wind, AstroSat/CZTI, SVOM/GRM",128.162,21.81,0.025,42186,2025-10-07,19:36:58,42146,100.0,,42146.0,L,"42186, 42151, 42146, 42156, 42183, 42297, 42167, 42184","15-150 keV, 20-200 keV, 15-5000 keV",,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Upper Limit, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251006B,EP251006a,"Fermi/GBM, Insight-HXMT/HE, SVOM/GRM",40.5,-4.0,1.2,42131,2025-10-06,20:05:04,42131,6.2,0.2,42139.0,L?,"42131, 42132, 42155, 42139, 42169","15-5000 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation"
GRB 251006A,,"Fermi/GBM, CALET, Glowbug, Swift/BAT",269.1,-16.6,12.0,42124,2025-10-06,13:27:33.944000,42130,0.26,,42130.0,"S?, S","42175, 42124, 42182, 42130, 42144",10-1000 keV,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing"
GRB 251005C,,"Swift/BAT, AstroSat/CZTI, Fermi/GBM, SVOM/GRM",75.673,16.882,0.05,42113,2025-10-05,16:06:52.040000,42122,9.6,5.8,42122.0,S?,"42113, 42122, 42118, 42135","100-500 keV, 10-1000 keV, 15-5000 keV",,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251005B,,"Fermi/GBM, Glowbug",298.6,-8.9,6.5,42112,2025-10-05,14:27:19,42143,6.1,,42143.0,L?,"42112, 42143",,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 251005A,,Fermi/GBM,227.84,5.07,4.9,42111,2025-10-05,05:27:08.250000,42111,,,,L?,42111,,,,,"Detection, Localization, Gamma-ray"
GRB 251003A,,"Fermi/GBM, Swift/BAT",18.495,56.483,0.0233333333333333,42103,2025-10-03,01:58:30,42070,20.0,,42070.0,L?,"42170, 42103, 42070, 42069","10-1000 keV, 15-150 keV","4.412, >4, 4.38","42170, 42086, 42096, 42074, 42095",,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Localization, Gamma-ray"
GRB 251001C,,"CALET, Glowbug, SVOM/GRM",82.7,21.9,10.0,42049,2025-10-01,15:07:24.688000,42049,11.0,,42049.0,,"42079, 42049, 42090",15-5000 keV,,,,"Detection, Timing; Detection, Localization, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251001B,,"Fermi/GBM, Swift/BAT",42.668,-22.99,0.0183333333333333,42058,2025-10-01,14:17:19,42038,75.33,46.9,42058.0,L?,"42047, 42039, 42038, 42058","10-1000 keV, 15-150 keV",2.162,"42053, 42083",,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 251001A,,"SVOM/GRM, Fermi/GBM, Insight-HXMT/HE, AstroSat/CZTI",224.44,-56.23,1.79,42037,2025-10-01,02:40:56,42034,8.2,1.6,42056.0,L?,"42057, 42035, 42034, 42056, 42098, 42037","15-5000 keV, 100-500 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 250930A,,"Fermi/GBM, SVOM/GRM",336.97,-44.97,3.27,42044,2025-09-30,20:59:58.570000,42044,49.0,8.0,42042.0,L?,"42044, 42042",15-5000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250929A,,Fermi/GBM,58.2,-60.2,11.5,42028,2025-09-29,20:06:07,42028,,,,L?,42028,,,,,"Detection, Localization, Gamma-ray"
GRB 250926B,,Fermi/GBM,291.66,-80.93,7.6,42012,2025-09-26,19:50:31.070000,42012,,,,L?,42012,,,,,"Detection, Localization, Gamma-ray"
GRB 250926A,,"CALET, Fermi/GBM, AstroSat/CZTI, Insight-HXMT/HE",83.0,-7.0,1.8,41993,2025-09-26,00:21:21.040000,42008,1.5,0.7,42008.0,L?,"42027, 41993, 42019, 42008, 42013",20-200 keV,,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing"
GRB 250925A,EP250925a,Swift/BAT,341.207,46.549,0.0166666666666666,42006,2025-09-25,17:04:26,41985,64.51,6.59,42006.0,,"42006, 41985",15-150 keV,"3.899, 4.2","42005, 42004, 42025, 42030, 41997",,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Optical, Timing"
GRB 250924B,,Fermi/GBM,306.44,-61.82,9.5,41964,2025-09-24,10:26:58.900000,41964,,,,S?,41964,,,,,"Detection, Localization, Gamma-ray"
GRB 250924A,,"AstroSat/CZTI, Swift/BAT, SVOM/GRM",51.908,74.665,0.0283333333333333,41987,2025-09-24,08:18:29,41959,30.0,,41959.0,L,"41979, 41987, 42018, 41959","20-200 keV, 15-150 keV, 15-5000 keV",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250922C,,AstroSat/CZTI,,,,41950,2025-09-22,19:53:50.450000,41950,0.43,0.45,41950.0,S,41950,20-200 keV,,,,"Detection, Timing"
GRB 250922B,,"SVOM/GRM, Fermi/GBM",48.7,30.7,13.4,41944,2025-09-22,21:13:25,41944,0.07,0.05,41966.0,S?,"41966, 41944",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250922A,,"Fermi/GBM, SVOM/GRM",353.54,0.42,6.13,41933,2025-09-22,03:07:21,41983,15.89,10.74,41983.0,L?,"41933, 41983",15-5000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250920C,,"Swift/BAT, Konus-Wind, TERI, Fermi/GBM, SVOM/GRM",51.465,-29.646,0.0183333333333333,41924,2025-09-20,15:25:17,41904,40.0,,41904.0,"L, L?","41904, 41957, 41924, 42600, 41903, 41917, 41929","15-150 keV, 10-1000 keV, 15-5000 keV","1.399, 1.4","41955, 41957, 42009, 41952, 41929, 41928",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Upper Limit, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation"
GRB 250920B,,"Swift/BAT, Fermi/GBM, Glowbug, Konus-Wind, AstroSat/CZTI",187.316,47.843,0.0166666666666666,41923,2025-09-20,08:46:26,41897,150.0,,41898.0,"L?, L","41898, 41919, 41937, 41897, 41942, 41923, 41977","10-1000 keV, 15-150 keV, 20-200 keV",2.2,41915,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing"
GRB 250920A,,"IPN, Konus-Wind, AstroSat/CZTI, SVOM/GRM, Fermi/GBM, NuSTAR",175.27,48.96,1.0,41895,2025-09-20,02:54:04.538000,41941,12.5,,41941.0,"L, L?","41940, 41941, 41899, 41912, 41895, 41926, 41896, 41918","20-200 keV, 15-5000 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 250919A,EP250919a,"Insight-HXMT/HE, Glowbug, NuSTAR, Fermi/LAT, Fermi/GBM, TERI, SVOM/GRM, Konus-Wind",298.52,-48.83,0.08,41884,2025-09-19,00:28:52,41874,240.0,,41905.0,"L, L?","41900, 41891, 41888, 41884, 41890, 42177, 41881, 41882, 41905, 41874","10-1000 keV, 15-5000 keV",1.145,"41893, 41996, 41883, 41885, 41890, 41905",,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, X-ray, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray"
GRB 250918A,,"Fermi/GBM, SVOM/GRM",221.8,-15.9,3.4,41865,2025-09-18,12:32:18,41865,34.0,8.0,41887.0,L?,"41865, 41866, 41887",15-5000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250917B,,"Fermi/GBM, Swift/BAT",291.382,11.117,0.0233333333333333,41868,2025-09-17,06:27:44,41848,0.5,,41848.0,"S?, S","41846, 41852, 41848, 41868","10-1000 keV, 15-150 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Optical, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250917A,,Fermi/GBM,14.5,-44.6,21.8,41845,2025-09-17,02:13:13,41845,,,,S?,41845,,,,,"Detection, Localization, Gamma-ray"
GRB 250916A,,"Fermi/GBM, Glowbug, TERI, AstroSat/CZTI, NuSTAR",29.3,40.3,9.8,41839,2025-09-16,13:29:21,41839,80.0,,41876.0,"L?, L","41876, 41855, 42178, 41839, 41843, 41871","10-1000 keV, 20-200 keV",2.015,"41863, 41870, 41892",,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Timing"
GRB 250914A,,AstroSat/CZTI,,,,41978,2025-09-14,20:52:17.330000,41978,18.0,3.0,41978.0,L,41978,20-200 keV,,,,"Detection, Gamma-ray, Timing"
GRB 250911A,,"Swift/BAT, MAXI/GSC, Konus-Wind, Insight-HXMT/HE, GECAM-B",263.752,-16.841,0.0166666666666666,41812,2025-09-11,01:27:46,41781,20.0,,41781.0,L,"41781, 42376, 41939, 41827, 41812, 41813",15-150 keV,,,,"Detection, Gamma-ray, X-ray, Optical, Timing; Detection, Gamma-ray, X-ray, Optical; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Spectroscopy, Timing, Observation"
GRB 250910C,,Fermi/GBM,47.58,-35.77,10.95,41803,2025-09-10,23:50:11.340000,41803,,,,L?,41803,,,,,"Detection, Localization, Gamma-ray"
GRB 250910B,,"Fermi/GBM, SVOM/GRM",80.2,-46.4,1.0,41778,2025-09-10,18:52:05,41778,10.0,4.5,41808.0,L?,"41778, 41779, 41808",15-5000 keV,,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250909B,,"AstroSat/CZTI, Insight-HXMT/HE, SVOM/GRM",,,,41775,2025-09-09,17:49:10.200000,41797,12.9,1.7,41797.0,,"41775, 41797, 41796","20-200 keV, 15-5000 keV",,,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation"
GRB 250909A,,"Fermi/GBM, AstroSat/CZTI",78.8,39.5,3.3,41753,2025-09-09,02:33:28,41753,8.2,4.0,41771.0,"L?, L","41753, 41771",100-500 keV,,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 250907A,,"GECAM-B, CALET",337.2,-9.0,1.3,41749,2025-09-07,22:00:52.850000,41749,36.5,3.0,41749.0,L,"41749, 41762",,,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Timing"
GRB 250905B,,Fermi/GBM,123.82,-19.65,11.91,41724,2025-09-05,08:14:40.870000,41724,,,,L?,41724,,,,,"Detection, Localization, Gamma-ray"
GRB 250905A,,Swift/BAT,233.047,0.777,0.05,41714,2025-09-05,02:09:54,41714,48.0,50.6,41748.0,,"41714, 41748",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250904A,,Swift/BAT,84.377,3.575,0.0166666666666666,41730,2025-09-04,17:37:03,41704,50.0,,41704.0,,"41730, 41704",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 250902B,,"SVOM/GRM, CALET, AstroSat/CZTI, Fermi/GBM",82.3,-5.0,1.4,41660,2025-09-02,18:45:34,41660,17.4,1.3,41668.0,"L, L?","41668, 41707, 41678, 41660","15-5000 keV, 20-200 keV",,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 250902A,,"CALET, Fermi/GBM, SVOM/GRM, GECAM-B",166.6,20.5,0.7,41687,2025-09-02,01:30:00,41648,10.5,1.5,41687.0,"L, L?","41703, 41662, 41653, 41687, 41648","10-1000 keV, 15-5000 keV",,,,"Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250831B,,SVOM/GRM,,,,41633,2025-08-31,06:09:22,41633,9.5,4.0,41633.0,,41633,15-5000 keV,,,,"Detection, Gamma-ray, Timing, Observation"
GRB 250830C,,"GECAM-B, AstroSat/CZTI, Insight-HXMT/HE",240.1,40.5,1.1,41630,2025-08-30,14:51:55.100000,41630,23.6,12.0,41630.0,,"41630, 41628, 41632",20-200 keV,,,,"Detection, Localization, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, X-ray, Timing"
GRB 250830B,EP250830a,MAXI/GSC,105.209,-64.628,0.33,41602,2025-08-30,03:56:44,41602,,,,,41602,,,,,"Detection, Localization, X-ray, Upper Limit, Observation"
GRB 250830A,,MAXI/GSC,133.397,33.778,0.26,41600,2025-08-30,00:53:04,41600,,,,,41600,,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 250828B,,Swift/BAT,124.867,-17.352,0.04,41598,2025-08-28,22:33:37,41581,8.0,,41581.0,,"41581, 41598",15-150 keV,,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250828A,,Fermi/GBM,220.44,-69.39,3.08,41575,2025-08-28,12:00:02.520000,41575,,,,L?,41575,,,,,"Detection, Localization, Gamma-ray"
GRB 250827A,,Fermi/GBM,346.8,-43.8,7.2,41565,2025-08-27,15:34:53,41565,,,,L?,41565,,,,,"Detection, Localization, Gamma-ray"
GRB 250826A,,"SVOM/GRM, Fermi/GBM",141.8,34.7,3.6,41545,2025-08-26,07:24:01,41545,8.0,4.0,41566.0,L?,"41566, 41545",15-5000 keV,,,,"Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250824B,,Fermi/GBM,248.3,-35.6,7.7,41527,2025-08-24,13:38:13,41527,,,,S?,41527,,,,,"Detection, Localization, Gamma-ray"
GRB 250824A,,"GRID, Fermi/GBM",312.0,49.5,2.0,41522,2025-08-24,11:24:15,41572,78.2,5.6,41572.0,L?,"41572, 41522",,,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 250823A,,"Fermi/GBM, Swift/BAT",297.465,-24.986,0.0283333333333333,41539,2025-08-23,20:10:07,41511,200.0,,41511.0,L?,"41510, 41539, 41517, 41511","15-150 keV, 10-1000 keV",,,,"Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 250821C,,Fermi/GBM,104.3,-1.1,15.0,41482,2025-08-21,23:42:00,41482,,,,L?,41482,,,,,"Detection, Localization, Gamma-ray"
GRB 250821B,,"Konus-Wind, SVOM/GRM, Fermi/GBM, IPN, Insight-HXMT/HE, AstroSat/CZTI",39.95,-77.13,1.0,41477,2025-08-21,16:07:47,41498,2.5,,41508.0,"L, L?","41508, 41486, 41477, 41498, 41533, 41475, 41473, 41537","15-5000 keV, 10-1000 keV, 20-200 keV",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 250821A,,"Swift/BAT, GECAM-B",358.427,-28.631,0.035,41494,2025-08-21,10:46:17,41462,20.0,,41462.0,L,"41494, 41462, 41487",15-150 keV,,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Timing"
GRB 250820A,,Fermi/GBM,28.0,-70.8,1.1,41432,2025-08-20,00:32:21,41432,,,,L?,41432,,,,,"Detection, Localization, Gamma-ray"
GRB 250819A,,"Insight-HXMT/HE, AstroSat/CZTI, SVOM/GRM",354.6,-18.8,12.6,41458,2025-08-19,17:49:46,41457,7.5,3.2,41457.0,,"41457, 41536, 41458","100-500 keV, 15-5000 keV",,,,"Detection, X-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250818C,,Fermi/GBM,203.8,74.7,1.0,41420,2025-08-18,23:16:23,41420,,,,L?,41420,,,,,"Detection, Localization, Gamma-ray"
