GRB,EP,Instrument,RA_deg,Dec_deg,Error_deg,po_CircularID,TriggerDate,TriggerTime,time_CircularID,T90_s,T90_err_s,T90_CircularID,GRBType,CircularID,EnergyBand,redshift,Comment,CircularType
GRB 251005C,,"Swift/BAT, AstroSat/CZTI, Fermi/GBM, SVOM/GRM",75.673,16.882,0.05,42113.0,2025-10-05,16:06:52.040000,42122.0,6.0,,42118.0,S?,"42113, 42122, 42118, 42135","100-500 keV, 10-1000 keV, 15-5000 keV",,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251005B,,"Fermi/GBM, Glowbug",298.6,-8.9,6.5,42112.0,2025-10-05,14:27:19,42143.0,6.1,,42143.0,L?,"42112, 42143",,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 251005A,,Fermi/GBM,227.84,5.07,4.9,42111.0,2025-10-05,05:27:08.250000,42111.0,,,,L?,42111,,,,"Detection, Localization, Gamma-ray"
GRB 251005,,Fermi/GBM,,,,42114.0,2025-10-05,17:32:16,42114.0,,,,,42114,,,,"Detection, Upper Limit, Observation"
GRB 251003A,,"Fermi/GBM, Swift/BAT",18.495,56.483,0.0233333333333333,42103.0,2025-10-03,01:58:30,42070.0,20.0,,42070.0,L?,"42170, 42086, 42096, 42103, 42074, 42070, 42095, 42069","10-1000 keV, 15-150 keV","4.412, >4, 4.38",,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Optical, Spectroscopy, Redshift, Observation; Detection, Refined Localization, X-ray, Spectroscopy, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, X-ray, Optical, Redshift, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit; Detection, Gamma-ray, Optical, Redshift; Detection, Localization, Gamma-ray"
GRB 251002A,,"Insight-HXMT/HE, SVOM, SVOM/ECLAIRs",13.9059,-5.544,0.0663333333333333,42060.0,2025-10-02,20:14:49,42060.0,26.0,,42093.0,,"42108, 42060, 42173, 42110, 42076, 42093, 42081, 42109","8-120 keV, 4-120 keV, 10-1000 keV",2.178,,"Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, X-ray, Timing; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Optical, Redshift, Observation; Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Redshift, Observation"
GRB 251001C,,"CALET, Glowbug, SVOM/GRM",82.7,21.9,10.0,42049.0,2025-10-01,15:07:24.688000,42049.0,11.0,,42049.0,,"42079, 42049, 42090",15-5000 keV,,,"Detection, Timing; Detection, Localization, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 251001B,,"Fermi/GBM, Swift/BAT",42.668,-22.99,0.0183333333333333,42058.0,2025-10-01,02:39:00,42053.0,75.33,46.9,42058.0,L?,"42047, 42039, 42053, 42083, 42038, 42058","10-1000 keV, 15-150 keV",2.162,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Optical, Spectroscopy, Redshift, Observation; Detection, Gamma-ray, Optical, Redshift, Upper Limit, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 251001A,,"SVOM/GRM, Fermi/GBM, Insight-HXMT/HE, AstroSat/CZTI",224.44,-56.23,1.79,42037.0,2025-10-01,02:40:56,42034.0,8.2,1.6,42056.0,L?,"42057, 42035, 42034, 42056, 42098, 42037","15-5000 keV, 100-500 keV, 10-1000 keV",,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Timing; Detection, Gamma-ray, Spectroscopy, Timing"
GRB 250930A,,"Fermi/GBM, SVOM/GRM",336.97,-44.97,3.27,42044.0,2025-09-30,20:59:58.570000,42044.0,49.0,8.0,42042.0,L?,"42044, 42042",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250929A,,Fermi/GBM,58.2,-60.2,11.5,42028.0,2025-09-29,20:06:07,42028.0,,,,L?,42028,,,,"Detection, Localization, Gamma-ray"
GRB 250926B,,Fermi/GBM,291.66,-80.93,7.6,42012.0,2025-09-26,19:50:31.070000,42012.0,,,,L?,42012,,,,"Detection, Localization, Gamma-ray"
GRB 250926A,,"CALET, Fermi/GBM, AstroSat/CZTI, Insight-HXMT/HE",83.0,-7.0,1.8,41993.0,2025-09-26,00:21:21.040000,42008.0,2.1,2.3,42013.0,L?,"42027, 41993, 42019, 42008, 42013",20-200 keV,,,"Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing"
GRB 250926,,Fermi/GBM,,,,42011.0,2025-09-26,19:52:55,42011.0,,,,,42011,,,,"Detection, Upper Limit, Observation"
GRB 250925A,EP250925a,"EP/WXT, Swift/BAT",341.207,46.549,0.0166666666666666,42006.0,2025-09-25,17:03:22,42001.0,200.0,,42001.0,,"42001, 42005, 42006, 42004, 42025, 42030, 41985, 41997",15-150 keV,"3.899, 4.2",,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Optical, Redshift, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Optical, Redshift, Upper Limit, Observation; Detection, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, X-ray, Optical, Spectroscopy, Redshift, Observation"
GRB 250924B,,Fermi/GBM,306.44,-61.82,9.5,41964.0,2025-09-24,10:26:58.900000,41964.0,,,,S?,41964,,,,"Detection, Localization, Gamma-ray"
GRB 250924A,,"AstroSat/CZTI, Swift/BAT, SVOM/GRM",51.908,74.665,0.0283333333333333,41987.0,2025-09-24,08:18:29,41959.0,30.0,,41959.0,L,"41979, 41987, 42018, 41959","20-200 keV, 15-150 keV, 15-5000 keV",,,"Detection, Gamma-ray, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing"
GRB 250922C,,AstroSat/CZTI,,,,41950.0,2025-09-22,19:53:50.450000,41950.0,,,,S,41950,20-200 keV,,,"Detection, Timing"
GRB 250922B,,"SVOM/GRM, Fermi/GBM",48.7,30.7,13.4,41944.0,2025-09-22,21:13:25,41944.0,0.07,0.05,41966.0,S?,"41966, 41944",15-5000 keV,,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250922A,,"Fermi/GBM, SVOM/GRM",353.54,0.42,6.13,41933.0,2025-09-22,03:07:21,41983.0,15.89,10.74,41983.0,L?,"41933, 41983",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250921,,Fermi/GBM,,,,41945.0,2025-09-21,02:03:54,41945.0,,,,,41945,,,,"Detection, Upper Limit, Observation"
GRB 250920C,,"Swift/BAT, Konus-Wind, TERI, Fermi/GBM, SVOM/GRM",51.465,-29.646,0.0183333333333333,41924.0,2025-09-20,04:29:00,41928.0,41.0,,41957.0,"L, L?","41904, 41955, 41957, 41924, 42009, 42600, 41903, 41917, 41952, 41929, 41928","15-150 keV, 10-1000 keV, 15-5000 keV","1.399, 1.4",,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Optical, Spectroscopy, Redshift, Host Galaxy, Observation; Detection, Gamma-ray, Spectroscopy, Timing, Redshift, Upper Limit, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Optical, Infrared, Timing, Redshift, Observation; Detection, Gamma-ray, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Redshift, Observation"
GRB 250920B,,"Swift/BAT, Glowbug, Fermi/GBM, Konus-Wind, AstroSat/CZTI",187.316,47.843,0.0166666666666666,41923.0,2025-09-20,08:46:26,41897.0,150.0,,41898.0,"L?, L","41898, 41937, 41915, 41897, 41942, 41923, 41977","15-150 keV, 20-200 keV",2.2,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing"
GRB 250920A,,"IPN, Konus-Wind, AstroSat/CZTI, SVOM/GRM, Fermi/GBM, NuSTAR",175.27,48.96,1.0,41895.0,2025-09-20,02:54:04.538000,41941.0,12.5,,41941.0,"L, L?","41940, 41941, 41899, 41912, 41895, 41926, 41896, 41918","20-200 keV, 15-5000 keV, 10-1000 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy"
GRB 250919A,EP250919a,"Insight-HXMT/HE, Glowbug, NuSTAR, EP/WXT, TERI, Fermi/GBM, SVOM/GRM, Konus-Wind",298.552,-48.8395,0.0055555555555555,41879.0,2025-09-19,00:28:52,41874.0,240.0,,41905.0,"L, L?","41900, 41893, 41891, 41996, 41888, 41883, 41885, 41879, 41890, 42177, 41881, 41882, 41905, 41874","10-1000 keV, 15-5000 keV",1.145,,"Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, X-ray, Optical, Redshift, Observation; Detection, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Redshift; Detection, Localization, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Redshift; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, X-ray, Optical, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Redshift, Observation; Detection, Gamma-ray, X-ray, Observation; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Spectroscopy, Timing, Redshift, Observation; Detection, Localization, Gamma-ray"
GRB 250918A,,"Fermi/GBM, SVOM/GRM",221.8,-15.9,3.4,41865.0,2025-09-18,12:32:18,41865.0,34.0,8.0,41887.0,L?,"41865, 41866, 41887",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250917B,,"Fermi/GBM, Swift/BAT",291.382,11.117,0.0233333333333333,41868.0,2025-09-17,06:27:44,41848.0,0.5,,41848.0,"S?, S","41846, 41852, 41848, 41868","10-1000 keV, 15-150 keV",,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Optical, Timing, Upper Limit; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250917A,,Fermi/GBM,14.5,-44.6,21.8,41845.0,2025-09-17,02:13:13,41845.0,,,,S?,41845,,,,"Detection, Localization, Gamma-ray"
GRB 250916A,,"Glowbug, TERI, Fermi/GBM, AstroSat/CZTI, NuSTAR",29.3,40.3,9.8,41839.0,2025-09-16,13:29:21,41839.0,64.5,,41855.0,"L?, L","41863, 41855, 42178, 41870, 41839, 41892, 41843, 41871",20-200 keV,2.015,,"Gamma-ray, Optical, Spectroscopy, Redshift, Host Galaxy, Observation; Detection, Gamma-ray, Timing; Detection, Gamma-ray, Observation; Detection, Gamma-ray, Optical, Redshift, Observation; Detection, Localization, Gamma-ray; Detection, Gamma-ray, X-ray, Optical, Redshift, Observation; Detection, Localization, Gamma-ray, Optical, Timing"
GRB 250914A,,AstroSat/CZTI,,,,41978.0,2025-09-14,20:52:17.330000,41978.0,,,,L,41978,20-200 keV,,,"Detection, Gamma-ray, Timing"
GRB 250912A,,"Fermi/GBM, Swift/BAT, SVOM/ECLAIRs, SVOM",14.9546,11.1084,0.113,41820.0,2025-09-12,21:06:19,41820.0,15.0,,41828.0,"S, L, L?","41828, 41833, 41869, 41820, 41819","10-1000 keV, 4-120 keV, 8-120 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, X-ray, Optical; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, X-ray; Detection, Localization, Gamma-ray"
GRB 250911A,,"Swift/BAT, MAXI/GSC, Konus-Wind, Insight-HXMT/HE, GECAM-B",263.752,-16.841,0.0166666666666666,41812.0,2025-09-11,01:27:46,41781.0,20.0,,41781.0,L,"41781, 42376, 41939, 41827, 41812, 41813",15-150 keV,,,"Detection, Gamma-ray, X-ray, Optical, Timing; Detection, Gamma-ray, X-ray, Optical; Detection, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Spectroscopy, Timing, Observation"
GRB 250910C,,Fermi/GBM,47.58,-35.77,10.95,41803.0,2025-09-10,23:50:11.340000,41803.0,,,,L?,41803,,,,"Detection, Localization, Gamma-ray"
GRB 250910B,,"Fermi/GBM, SVOM/GRM",80.2,-46.4,1.0,41778.0,2025-09-10,18:52:05,41778.0,10.0,4.5,41808.0,L?,"41778, 41779, 41808",15-5000 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250910A,EP250910a,"EP/WXT, SVOM/ECLAIRs, Fermi/GBM, SVOM",39.797,-39.686,0.035,41776.0,2025-09-10,03:16:04,41776.0,3.0,,41842.0,,"41776, 42031, 41842, 42104, 41769","4-20 keV, 5-20 keV",0.592,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, Optical, Infrared, Spectroscopy, Redshift, Host Galaxy, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Infrared, Spectroscopy, Redshift; Detection, Localization, Gamma-ray"
GRB 250909B,,"AstroSat/CZTI, Insight-HXMT/HE, SVOM/GRM",,,,41775.0,2025-09-09,17:49:10.200000,41797.0,12.9,1.7,41797.0,,"41775, 41797, 41796","20-200 keV, 15-5000 keV",,,"Detection, Gamma-ray, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Gamma-ray, Timing, Observation"
GRB 250909A,,"Fermi/GBM, AstroSat/CZTI",78.8,39.5,3.3,41753.0,2025-09-09,02:33:28,41753.0,,,,"L?, L","41753, 41771",100-500 keV,,,"Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 250907A,,"GECAM-B, CALET",337.2,-9.0,1.3,41749.0,2025-09-07,22:00:52.850000,41749.0,36.5,3.0,41749.0,L,"41749, 41762",,,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Timing"
GRB 250905B,,Fermi/GBM,123.82,-19.65,11.91,41724.0,2025-09-05,08:14:40.870000,41724.0,,,,L?,41724,,,,"Detection, Localization, Gamma-ray"
GRB 250905A,,Swift/BAT,233.047,0.777,0.05,41714.0,2025-09-05,02:09:54,41714.0,48.0,50.6,41748.0,,"41714, 41748",15-150 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250904A,,Swift/BAT,84.377,3.575,0.0166666666666666,41730.0,2025-09-04,17:37:03,41704.0,50.0,,41704.0,,"41730, 41704",15-150 keV,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 250903A,,"SVOM, SVOM/ECLAIRs",356.9689,-75.946,0.0861666666666666,41677.0,2025-09-03,17:24:43,41677.0,,,,,"41691, 41677, 41785","5-20 keV, 4-120 keV","<1.62, 1.59",,"Detection, Gamma-ray, Optical, Spectroscopy, Redshift, Upper Limit, Observation; Detection, Localization, Gamma-ray, X-ray, Optical, Timing, Observation; Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing, Redshift"
GRB 250902B,,"SVOM/GRM, CALET, AstroSat/CZTI, Fermi/GBM",82.3,-5.0,1.4,41660.0,2025-09-02,18:45:34,41660.0,17.4,1.3,41668.0,"L, L?","41668, 41707, 41678, 41660","15-5000 keV, 20-200 keV",,,"Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Timing, Observation; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 250902A,,"CALET, Fermi/GBM, SVOM/GRM, GECAM-B",166.6,20.5,0.7,41687.0,2025-09-02,01:30:00,41648.0,10.5,1.5,41687.0,"L, L?","41703, 41662, 41653, 41687, 41648","10-1000 keV, 15-5000 keV",,,"Detection, Localization, Gamma-ray, Timing, Observation; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250901A,,"SVOM/ECLAIRs, SVOM",356.095,-15.6712,0.1268333333333333,41634.0,2025-09-01,18:14:17,41634.0,17.0,,41634.0,,"41726, 41634","4-120 keV, 8-120 keV",,,"Detection, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Timing"
GRB 250831B,,SVOM/GRM,,,,41633.0,2025-08-31,06:09:22,41633.0,9.5,4.0,41633.0,,41633,15-5000 keV,,,"Detection, Gamma-ray, Timing, Observation"
GRB 250831A,,SVOM,24.8358,-17.9289,0.1433333333333333,41614.0,2025-08-31,09:28:52,41614.0,,,,,41614,5-20 keV,,Stellar flare.,"Detection, Localization, Gamma-ray, X-ray"
GRB 250830C,,"GECAM-B, AstroSat/CZTI, Insight-HXMT/HE",240.1,40.5,1.1,41630.0,2025-08-30,14:51:55.100000,41630.0,23.6,12.0,41630.0,,"41630, 41628, 41632",20-200 keV,,,"Detection, Localization, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, X-ray, Timing"
GRB 250830B,EP250830a,"EP/WXT, MAXI/GSC",105.723,-64.816,0.05,41611.0,2025-08-30,03:56:44,41602.0,,,,,"41611, 41602",,,,"Detection, Localization, X-ray, Spectroscopy, Observation; Detection, Localization, X-ray, Upper Limit, Observation"
GRB 250830A,,MAXI/GSC,133.397,33.778,0.26,41600.0,2025-08-30,00:53:04,41600.0,,,,,41600,,,,"Detection, Localization, X-ray, Upper Limit"
GRB 250828B,,Swift/BAT,124.867,-17.352,0.04,41598.0,2025-08-28,22:33:37,41581.0,8.0,,41581.0,,"41581, 41598",15-150 keV,,,"Detection, Localization, Gamma-ray, X-ray, Optical, Timing; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing"
GRB 250828A,,Fermi/GBM,220.44,-69.39,3.08,41575.0,2025-08-28,12:00:02.520000,41575.0,,,,L?,41575,,,,"Detection, Localization, Gamma-ray"
GRB 250827A,,Fermi/GBM,346.8,-43.8,7.2,41565.0,2025-08-27,15:34:53,41565.0,,,,L?,41565,,,,"Detection, Localization, Gamma-ray"
GRB 250826A,,"SVOM/GRM, Fermi/GBM",141.8,34.7,3.6,41545.0,2025-08-26,07:24:01,41545.0,8.0,4.0,41566.0,L?,"41566, 41545",15-5000 keV,,,"Detection, Localization, Gamma-ray, Optical, Timing, Observation; Detection, Localization, Gamma-ray"
GRB 250826,,Fermi/GBM,,,,41547.0,2025-08-26,06:49:11,41547.0,,,,,41547,,,,"Detection, Upper Limit, Observation"
GRB 250824B,,Fermi/GBM,248.3,-35.6,7.7,41527.0,2025-08-24,13:38:13,41527.0,,,,S?,41527,,,,"Detection, Localization, Gamma-ray"
GRB 250824A,,"GRID, Fermi/GBM",312.0,49.5,2.0,41522.0,2025-08-24,11:24:15,41572.0,78.2,5.6,41572.0,L?,"41572, 41522",,,,"Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray"
GRB 250823A,,"Fermi/GBM, Swift/BAT",297.465,-24.986,0.0283333333333333,41539.0,2025-08-23,20:10:07,41511.0,200.0,,41511.0,L?,"41510, 41539, 41511",15-150 keV,,,"Detection, Localization, Gamma-ray; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing, Upper Limit"
GRB 250821C,,Fermi/GBM,104.3,-1.1,15.0,41482.0,2025-08-21,23:42:00,41482.0,,,,L?,41482,,,,"Detection, Localization, Gamma-ray"
GRB 250821B,,"Konus-Wind, SVOM/GRM, Fermi/GBM, IPN, Insight-HXMT/HE, AstroSat/CZTI",39.95,-77.13,1.0,41477.0,2025-08-21,16:07:47,41498.0,2.5,,41508.0,"L, L?","41508, 41486, 41477, 41498, 41533, 41475, 41473, 41537","15-5000 keV, 10-1000 keV, 20-200 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation; Detection, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, X-ray, Timing; Detection, Localization, Gamma-ray, Spectroscopy; Detection, Localization, Gamma-ray; Detection, Gamma-ray, Timing"
GRB 250821A,,"Swift/BAT, GECAM-B",358.427,-28.631,0.035,41494.0,2025-08-21,10:46:17,41462.0,20.0,,41462.0,L,"41494, 41462, 41487",15-150 keV,,,"Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Localization, Gamma-ray, X-ray, Optical, Spectroscopy, Timing; Detection, Gamma-ray, Timing"
GRB 250820A,,Fermi/GBM,28.0,-70.8,1.1,41432.0,2025-08-20,00:32:21,41432.0,,,,L?,41432,,,,"Detection, Localization, Gamma-ray"
GRB 250819A,,"Insight-HXMT/HE, AstroSat/CZTI, SVOM/GRM",354.6,-18.8,12.6,41458.0,2025-08-19,17:49:46,41457.0,7.5,3.2,41457.0,,"41457, 41536, 41458","100-500 keV, 15-5000 keV",,,"Detection, X-ray, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray, Optical, Spectroscopy, Timing, Observation"
GRB 250818C,,Fermi/GBM,203.8,74.7,1.0,41420.0,2025-08-18,23:16:23,41420.0,,,,L?,41420,,,,"Detection, Localization, Gamma-ray"
GRB 250818B,,SVOM,46.0666,-3.1784,0.124,41405.0,2025-08-18,03:29:08,41405.0,,,,S,"41405, 41419",5-20 keV,1.216,,"Detection, Localization, Gamma-ray, Observation; Detection, Localization, X-ray, Optical, Spectroscopy, Timing, Redshift, Observation"
GRB 250818A,,"Fermi/GBM, Swift/BAT, AstroSat/CZTI",213.816,-58.01,0.0183333333333333,41423.0,2025-08-18,01:31:22,41402.0,106.86,3.79,41423.0,"L, L?","41411, 41423, 41438, 41402, 41403","10-1000 keV, 15-150 keV, 100-500 keV",,,"Detection, Localization, Gamma-ray, Spectroscopy, Timing, Observation; Detection, Localization, Refined Localization, Gamma-ray, Spectroscopy, Timing; Detection, Gamma-ray, Timing; Detection, Localization, Gamma-ray; Detection, Localization, Gamma-ray, X-ray, Optical, Upper Limit"
